,tweet_id,user_username,author_id,user_name,text,created_at,in_reply_to_user_id,user_created_at,user_description,user_location,retweet_count,like_count,quote_count,user_followers_count,user_following_count,sourcetweet_type,tokenized_text,hashtags,punctuation
3609,1281839817437962240,sharkuraaaa,803299164729774080,🫧kura @ shark mommy🫧,@maximarshal there are definitely overlaps in some behaviours between the two and various similarities in symptoms. it’s not an ignorant question at all.  neurodiversity is a spectrum just like anything else.,2020-07-11T06:36:42.000Z,1.254880583672574e+18,2016-11-28T18:07:00.000Z,🌸 wholesome & lewd whale shark 🌸 | 25 🔞minors dni🔞 | AuDHD🌸| model parent: @roozapalooza_  | live2D comms CLOSED 🫧,Delphvia ,0,1,0,4205,620,,definitely overlaps behaviours two various similarities symptoms ignorant question spectrum like anything else,[],"['', '’', '', '']"
3613,1281820660390490118,singer_judy,1564258514,Judy Singer ND,"@R_J_Chapman @JanineBooth Im with Robert. I coined #neurodiversity specifically to name a new category to add to #Intersectional analysis. ND is a sociological tool not a medical term like #Autism,a possibly shortlived medical label emerging from its historical era and the requiremnts of the Welfare State",2020-07-11T05:20:35.000Z,948143400.0,2013-07-02T22:31:31.000Z,"AFAIK coined #Neurodiversity in 1998 to name the emerging social movt for #Neurominority rights. Not here to make Capitalism more efficient, just more humane.",NSW Australia,0,0,0,4373,993,,im robert coined specifically name new category add analysis nd sociological tool medical term like possibly shortlived medical label emerging historical era requiremnts welfare state,"['#neurodiversity', '#intersectional', '#autism']","['', '', '']"
3614,1281816720395522050,CrazyfoxJulian,1278574003301445632,Ninja Kitsune Queen,@nytimes Americans are awful when it comes to recognising neurodiversity and assisting the disabled community. A universal basic income and hiring quotas would go a long way in assisting the disabled communities.,2020-07-11T05:04:55.000Z,807095.0,2020-07-02T06:19:42.000Z,"Colorful radical feminist queen, disobedient womyn, out for revenge!
Nonbinary They/Them pronouns. No cubs.",pa,0,2,0,2,58,,americans awful comes recognising assisting disabled community universal basic income hiring quotas would go long way assisting disabled communities,[],"['', '']"
3622,1281795718878044164,Bellmore,14228612,Eric Bellmore,"@MalikSana28 Eric, 3rd'ish (long story) year PhD student at Central Michigan University in the Educational Leadership program. Studying neurodiversity in higher ed. Also a full time IT guy, husband, and dad.",2020-07-11T03:41:28.000Z,434962094.0,2008-03-26T19:02:37.000Z,"he/him/his
#girldad,
IT nerd",https://spoutible.com/Bellmore,0,2,0,3015,1896,,eric rd ish long story year phd student central michigan university educational leadership program studying higher ed also full time guy husband dad,[],"['', '', '', '', '', '', '', '', '']"
3623,1281793596207722497,RNeurodiversity,2561293009,r/neurodiversity,A charitable coffee shop helping neurodiverse teens in Denver needs our help https://t.co/f29d4TPUR1,2020-07-11T03:33:02.000Z,,2014-06-11T12:41:48.000Z,Sharing content from the neurodiversity politics discussion group on http://t.co/AgP74FYO3d.,,0,0,0,1218,1642,,charitable coffee shop helping teens denver needs help,[],[]
3624,1281791450343186433,meghanbrookeph1,2790350409,Meghan Phillips,@paola__lazaro gained a lifelong fan in me this evening.  Thank you for proudly discussing neurodiversity and the struggles you’ve overcome. I’m neurodiverse and you made me cry happy tears tonight.  Love and acceptance.  ❤️ https://t.co/XfEFqaDxja,2020-07-11T03:24:30.000Z,8.02218844454527e+17,2014-09-29T01:16:02.000Z,labor lawyer in Pittsburgh.Born & raised in WV. #actuallyautustic.  WVU Law '09. ❤️ cats & all things #SPN #Gilmore Girls. Viewpoints are my own.,"Pittsburgh, PA",0,0,0,69,689,quoted,gained lifelong fan evening thank proudly discussing struggles overcome made cry happy tears tonight love acceptance,[],"['', '’', '', '’', '', '', '❤', '️']"
3625,1281790339909595136,meghanbrookeph1,2790350409,Meghan Phillips,@paola__lazaro @HilarieBurton @JDMorgan @fridaynightamc I cried happy tears when you discussed neurodiversity and people with disabilities being rock stars in their careers.  I’m neurodiverse and it means a lot to feel accepted and valued.  Thank you.,2020-07-11T03:20:06.000Z,8.02218844454527e+17,2014-09-29T01:16:02.000Z,labor lawyer in Pittsburgh.Born & raised in WV. #actuallyautustic.  WVU Law '09. ❤️ cats & all things #SPN #Gilmore Girls. Viewpoints are my own.,"Pittsburgh, PA",0,0,0,69,689,,cried happy tears discussed people disabilities rock stars careers means lot feel accepted valued thank,[],"['', '’', '', '']"
3629,1281775110458937345,ZuleikhaRob,1277521498102693891,Zuleikha Robinson,"I was emotionally(sexually?) stunted and wasn't attracted to any guy until I hit my late 20's. Couldn't for the life of me understand the concept of celebrity crushes
What's your experience been in this regard?

#AskingAutistics #openlyautistic #NeurodiverseSquad #Neurodiversity",2020-07-11T02:19:35.000Z,,2020-06-29T08:37:27.000Z,"Rants and reminiscences of a stubborn desi caught between rebellion & conformity,optimism & pessimism.
Content writer
Generic geek
Neurodivergent
Book lover",Wonderland,0,2,0,82,673,,emotionally sexually stunted wasnt attracted guy hit late couldnt life understand concept celebrity crushes whats experience regard,"['#askingautistics', '#openlyautistic', '#neurodiversesquad', '#neurodiversity']","['', '', '', '', '', '', '']"
3633,1281770380559036416,ADDitudeMag,33988890,ADDitude,"""If we can resist the urge not to change the different learners, but instead take a step back and appreciate them, I’m convinced we can all learn a great deal. Here are five lessons that changed my life, personally and professionally, when I did so."" https://t.co/SFTieOVWT5",2020-07-11T02:00:47.000Z,,2009-04-21T18:20:57.000Z,Resources for families touched by attention deficit disorder (ADD/ADHD). Tweets courtesy of the editors & bloggers you love!,"New York, NY",10,23,0,56624,3250,,resist urge change different learners instead take step back appreciate convinced learn great deal five lessons changed life personally professionally,[],"['', '', '', '’', '', '', '', '', '']"
3637,1281758855484051458,jenn_visible,1277298893638774785,Jenn 💗💛💙,"My revelation for today: I am enough. If I keep failing, it is NOT because I am inadequate. It is because the current system is inadequate for neurodiversity. It is because I do not have the support I need to succeed. But I AM ENOUGH. https://t.co/zvLuQ3DUsF",2020-07-11T01:14:59.000Z,,2020-06-28T17:52:56.000Z,"Demi-Pan • Queer for @lhbran • Reluctant cat lover (well, two cats, specifically) • INFJ - 5w4 • Sometimes I write things. Follow me, or don’t, it’s fine.",Treaty One Territory,0,4,0,80,172,quoted,revelation today enough keep failing inadequate current system inadequate support need succeed enough,[],"['', '', '', '', '', '', '']"
3641,1281753700155953152,fartmontser,1204185609365073923,💤💤,"tw// ableism

people using their neurodiversity as an excuse for these bullshit genders and pronouns is a load of shit — no ❤ https://t.co/maEAli5enc",2020-07-11T00:54:30.000Z,,2019-12-09T23:46:46.000Z,im too different,,0,0,0,27,149,,tw ableism people using excuse bullshit genders pronouns load shit,[],"['', '', '—', '❤']"
3644,1281751196764602369,VeronicaSApplet,308145962,"Veronica Appleton, PhD","Amazing discussion w/ @diversencannes, ""D&amp;I is in MY DNA – My Difference Makes a Difference."" We discussed neurodiversity, the process of covering, &amp; how using science &amp; empathy can create more inclusive workplaces for the NOW and FUTURE. Thank you @lmigno!!
#inkwellbeachcannes https://t.co/dz10DlWtMl",2020-07-11T00:44:33.000Z,,2011-05-30T22:23:16.000Z,👊🏽Diversity & Inclusion Executive⭐Award-winning Professor of Culture🍎Multicultural Children's Author @applevillebooks,IG: ApplevilleBookSeries,1,1,1,1039,1194,,amazing discussion w dna difference makes difference discussed process covering using science empathy create inclusive workplaces future thank,['#inkwellbeachcannes'],"['', '', '', '', '–', '', '', '', '', '', '', '', '', '']"
3645,1281748745672163330,haleymossart,85326020,Haley Moss,@dahlke_lisa Writing a book about neurodiversity and lawyers so my two areas of interest are getting married! 😂,2020-07-11T00:34:49.000Z,1.0122130182544015e+18,2009-10-26T14:23:06.000Z,"FL Lawyer. #ActuallyAutistic Author, Advocate, Educator. Passionate about neurodiversity, inclusion & mental health. Pokémon stan. Strong opinions mine. she/her",💌: info@haleymoss.com,0,1,0,7800,5972,,writing book lawyers two areas interest getting married,[],"['', '😂']"
3646,1281748447167561728,_rodriguez_lisa,1012213018254401536,Lisa Rodríguez,@haleymossart When I applied to law school I imagined myself interviewing people and writing books. I had no idea what real lawyers actually did 😂 but I love your content on neurodiversity!,2020-07-11T00:33:38.000Z,85326020.0,2018-06-28T05:56:04.000Z,"Regulatory lawyer (energy/environmental). @ucalgarylaw JD.
Freshly-minted girl mom 🥰 💗
Big dreamer; law memer. 
I accept unsolicited cat pics.","Calgary, Alberta",0,1,0,2927,2391,,applied law school imagined interviewing people writing books idea real lawyers actually love content,[],"['', '😂', '']"
3649,1281746066837319680,urbanmodernism,3851930657,Thee NYC angry black latina mom! ♉️🇩🇴🗽 🐝💛,@Truthhurtsfeel1 I have neurodiversity ... my child is autistic and I support anybody with a different brain wiring,2020-07-11T00:24:10.000Z,1.012472554550911e+18,2015-10-03T11:36:28.000Z,Mother of two! Bx neurodiversity & education activist.geo political nerd. MY opinions are my opinions! End 👏🏽the Jones act! khive,,0,0,0,2759,3029,,child autistic support anybody different brain wiring,[],['']
3650,1281740182107025408,autismgadfly,63336824,Jonathan Mitchell,boy @spectrum sure loves to plug #neurodiversity proponents #ndwordsofwisdom #wedontneednostinkinnd https://t.co/rMktGicGes,2020-07-11T00:00:47.000Z,,2009-08-06T02:12:55.000Z,"Autistic senior citizen crusading against neurodiversity Author of the novel, The Mu Rhythm Bluff available on Amazon https://t.co/JIwDDrJ9HH",los angeles,0,5,0,1440,1147,quoted,boy sure loves plug proponents,"['#neurodiversity', '#ndwordsofwisdom', '#wedontneednostinkinnd']",[]
3658,1281971776818311168,LeadersWithin,811620266623242244,LeaderWithin,Neurodiversity And Intersectionality: Whitney Iles Shares On Exclusion In Autism Recruitment https://t.co/h8DyYhIAYs https://t.co/LaoCDQsmtr,2020-07-11T15:21:04.000Z,,2016-12-21T17:12:05.000Z,,,0,0,0,15,31,,intersectionality whitney iles shares exclusion autism recruitment,[],['']
3659,1281970618091610112,Swedish_Autist,1281950499877658624,Torbjörn Andersson,"I have rather useless master degrees in Informatics and Psychology. I learnt much more about autism/autistism from writing autism books (in swedish), discussing, reading, and tweeting (in swedish). I like #neurodiversity, of course.",2020-07-11T15:16:27.000Z,1.2819504998776586e+18,2020-07-11T13:57:46.000Z,"Autistic organizer, activist ... in Sweden since 1996.
Here I follow autistics that write interesting ideas about autism/autistics/neurodiversity in english.",Sweden,0,1,0,24,48,,rather useless master degrees informatics psychology learnt much autism autistism writing autism books swedish discussing reading tweeting swedish like course,['#neurodiversity'],"['', '', '', '', '', '', '', '', '', '', '', '']"
3663,1281968074816659458,DrTamaraSoles,64356727,Dr. Tamara Soles,"This is a fantastic comic strip illustration of the ""spectrum""- and it's not what many of you think. #Autism #Neurodiversity https://t.co/FmIRMR3mDI",2020-07-11T15:06:21.000Z,,2009-08-10T07:45:51.000Z,"Ψ Child Psychologist
👩🏻‍💻 No More Power Struggles- online parenting course
🎙️Host of @thishourhas50 offering CE credits for therapists
👫 Mom of twins","Montreal, Quebec",0,0,0,1063,1242,,fantastic comic strip illustration spectrum many think,"['#autism', '#neurodiversity']","['', '', '', '']"
3664,1281967638026104832,ardillaaviadora,409790677,Ardillavoladora 🏳️‍🌈 🏳️‍⚧️　日本語が大好きです,"@CazzONeill @sootmegs I like the ""celebrate neurodiversity"" one a lot.",2020-07-11T15:04:37.000Z,22145736.0,2011-11-11T06:55:22.000Z,"They, elle.
Asistente de biblioteca en RU.
Pan-demisexual aro, trans enby, ND y feminista interseccional.
I am not mildly #ActuallyAutistic, I am spicy.
#NoRomo",España,0,0,0,701,981,,like celebrate one lot,[],"['', '', '']"
3670,1281964277163855880,TLC_Expedite4u,2159223614,Tina Little-Coltrane,How Working Mom Shonda Schilling Is Navigating Being An #Autism Parent via @forbes https://t.co/cTfyhyGec9  - #Aspergers  #Neurodiversity #autismacceptance !,2020-07-11T14:51:16.000Z,,2013-10-27T16:39:09.000Z,"Wife/Mom #Midlife student of Healthy #AgingWellness practices & #PEACE_filled living! Biz Owner at #ColtraneCouriers #NC ~ Also, @NCTina #TravelAdvisor",North Carolina,0,1,0,1591,2151,,working mom shonda schilling navigating parent via,"['#autism', '#aspergers', '#neurodiversity', '#autismacceptance']","['', '']"
3671,1281963981247262721,Stigmaphrenia_1,926438237631057923,Dr Chloe Farahar Âû,Reading a script about neurodiversity in a group makes you nicer about others and your own mental health. https://t.co/c405lQoNpY,2020-07-11T14:50:05.000Z,,2017-11-03T13:17:43.000Z,Autistic post-doc @AttuneProject . Neurodivergence training & consultancy. Autistic-led discovery programme. FB: Aucademy (Autistic/neuroqueer; she/they),United Kingdom,0,3,0,2966,353,quoted,reading script group makes nicer others mental health,[],['']
3675,1281961970095120384,newsoneplace,3534222021,NewsOnePlace.com,"(https://t.co/eOsQVaBTXK):#Neurodiversity And #Intersectionality: Whitney Iles Shares On Exclusion In Autism Recruitment : I am delighted to #ShareTheMic this week with Whitney Iles, CEO and founder of Project 507, a company that works with .. https://t.co/vSt7OfcPhR https://t.co/yzf2SJAv2g",2020-07-11T14:42:06.000Z,,2015-09-03T13:15:22.000Z,"https://t.co/WWMmIk3wM3 is a News Aggregator, it gathers news all around the USA and the world for you, 24/7 automatically. All news in one place.",,0,0,0,1236,164,,whitney iles shares exclusion autism recruitment delighted whitney iles ceo founder project company works,"['#neurodiversity', '#intersectionality', '#sharethemic']","['', '', '', '', '', '', '', '']"
